Description,Meaning,Source,Type
오는 말이 고와야 가는 말이 곱다,"상대편이 자기에게 말이나 행동을 좋게 하여야 자기도 상대편에게 좋게 한다는 말.,말은 누구에게나 점잖고 부드럽게 하여야 한다는 말.",표준국어대사전,속담
오동 숟가락에 가물치 국을 먹었나,피부색이 검은 사람을 놀림조로 이르는 말.,고려대 한국어대사전,속담
오라는 네가 지고 도적질은 내가 하마,좋은 결과는 자기에게 돌리고 나쁜 결과는 남에게 돌리겠다는 말.,표준국어대사전,속담
오라는 딸은 안 오고 온통〔보기 싫은〕 며느리만 온다,"기다리는 사람은 안 오고, 올까 봐 꺼리는 사람만 온다는 말.",고려대 한국어대사전,속담
오래 살면 맏며느리 얼굴에 수염 나는 것 본다,‘오래 살면 손자 늙어 죽는 꼴을 본다’의 북한 속담.,표준국어대사전,속담
오래 살면 손자 늙어 죽는 꼴을 본다,오래 살다 보면 생각지도 못하였던 갖가지 경우를 다 당하게 된다는 말.,표준국어대사전,속담
오래 살면 욕이 많다,사람이 오래 살게 되면 이러저러한 치욕스러운 일을 많이 당한다는 말.,표준국어대사전,속담
오랜 원수를 갚으려다가 새 원수가 생겼다,무슨 일에나 보복을 하고 앙갚음을 하게 되면 더 좋지 아니한 일을 당하게 된다는 말.,표준국어대사전,속담
오려논에 물 터놓기,"물이 한창 필요한 시기에 오려논의 물꼬를 터놓는다는 뜻으로, 매우 심술이 사납다는 말.",표준국어대사전,속담
오륙을 못 쓰다,"몸을 잘 놀리지 못하다.,「2」무엇에 혹하여 꼼짝 못 하다.",표준국어대사전,관용구
오리 새끼는 길러 놓으면 물로 가고 꿩 새끼는 산으로 간다,"자식은 다 크면 제 갈 길을 택하여 부모 곁을 떠난다는 말.,저마다 타고난 바탕대로 행동한다는 말.",표준국어대사전,속담
오리 알에 제 똥 묻은 줄 모른다,사람이 자기 결함에 어둡다는 말.,표준국어대사전,속담
오리 제 물로 찾아간다,자기의 정든 곳을 항상 그리워하며 찾아가게 마련이라는 말.,우리말샘,속담
오리 홰 탄 것 같다,제가 있을 곳이 아닌 데에 있어서 어울리지 않거나 불안해 보이는 모양을 이르는 말.,고려대 한국어대사전,속담
오리알에 제 똥 묻은 격,제 본색에 과히 어긋나지 않는 일이어서 별로 흠잡을 것이 없이 수수하게 어울림을 비유적으로 이르는 말. (=오리알에 제 똥 묻은 줄 모른다.),고려대 한국어대사전,속담
오목장이 암만 분주해도 제 볼 장만 본다,"크게 선 장이 아무리 분주하고 복잡하여도 장에 온 사람들은 다 제가 목적하고 온 볼일을 보며 돌아간다는 뜻으로, 아무리 어수선하고 복잡한 환경 속에서라도 저마다 제 할 일은 틀림없이 찾아서 하는 침착한 행동을 이르는 말.,아무리 복잡한 속에서라도 언제나 제 이익만을 생각하고 행동하는 사람을 비유적으로 이르는 말.",표준국어대사전,속담
오소리감투가 둘이다,어떤 일에 주관하는 자가 둘이 있어 서로 다툼이 생긴 경우를 비유적으로 이르는 말.,표준국어대사전,속담
오이 덩굴에서 가지 열리는 법은 없다,그 아버지에 그 아들밖에 날 수 없음을 비유적으로 이르는 말.,표준국어대사전,속담
오자기 안에서 소를 잡는다,"좁은 오자기 안에서 부피가 큰 소를 잡으니 소란이 보통이 아니라는 뜻으로, 몹시 소란스러운 경우를 비유적으로 이르는 말.",표준국어대사전,속담
오장 긁다〔뒤집다〕,(어떤 사람이 다른 사람의) 비위를 건드려서 기분 나쁘게 하다. (=오장육부를 긁다.),고려대 한국어대사전,관용구
오죽한 도깨비 낮에 날까,하는 짓이 망측하여 가히 상대할 수 없으니 그냥 내버려 두라는 말.,표준국어대사전,속담
오초의 흥망이 내 알 바 아니다,"주변에서 무슨 일이 일어나도 자기는 상관하지 않겠다는 말.,세상에 무슨 일이 있더라도 자기는 자기가 맡은 일이나 충실히 하겠다는 말.",표준국어대사전,속담
옥도 갈아야 빛이 난다,"아무리 소질이 좋아도 이것을 잘 닦고 기르지 아니하면 훌륭한 것이 되지 못한다는 말.,고생을 겪으며 노력을 기울여야 뜻한 바를 이룰 수 있다는 말.",표준국어대사전,속담
옥도 갈아야〔닦아야〕 빛이 난다,"아무리 소질이 좋아도 그것을 잘 수양하지 않으면 훌륭해질 수 없음을 이르는 말.,고생을 겪으면서 노력해야 뜻한 바를 이룰 수 있다는 말.",고려대 한국어대사전,속담
옥밥 먹다,"(사람이) 감옥에 갇히어 살다. (=쇠고랑(을) 차다, 콩밥 맛을 보다, 콩밥 신세를 지다, 콩밥(을) 먹다.)",고려대 한국어대사전,관용구
옥석도 닦아야 빛이 난다,"아무리 소질이 좋아도 이것을 잘 닦고 기르지 아니하면 훌륭한 것이 되지 못한다는 말.,고생을 겪으며 노력을 기울여야 뜻한 바를 이룰 수 있다는 말.",표준국어대사전,속담
온 바닷물을 다 먹어야 짜냐,"무슨 일이나 끝장을 보지 아니하면 손을 놓지 아니하는, 욕심이 많은 사람에게 하는 말.",표준국어대사전,속담
온 바닷물을 다 켜야 맛이냐,"무슨 일이나 끝장을 보지 아니하면 손을 놓지 아니하는, 욕심이 많은 사람에게 하는 말.",표준국어대사전,속담
온 세상을 얻은 듯,세상에 부러울 것 하나 없이 매우 만족해하는 경우를 비유적으로 이르는 말.,우리말샘,관용구
온다 간다 말없이,자기 거취에 대하여서 아무에게도 말하지 아니하고 슬그머니.,표준국어대사전,관용구
온실의 꽃,‘온실 속의 화초’의 북한 관용구.,표준국어대사전,관용구
온양 온천에 헌〔전〕 다리 모이듯,"온양 온천에는 다리가 아픈 사람들이 많이 모인다는 뜻으로, 많은 사람들이 모이는 경우를 비유적으로 이르는 말.",고려대 한국어대사전,속담
올 것이 오다,(일이) 좋지 않은 일이 시간이나 차례가 되어 일어나다.,고려대 한국어대사전,관용구
올 되다,(비유적으로) 거만하고 고집이 세다.,표준국어대사전,관용구
올챙이 개구리 된 지 몇 해나 되나,"어떤 일에 좀 익숙하여진 사람이나, 가난하다가 형편이 좀 나아진 사람이 지나치게 젠체함을 비꼬는 말.",표준국어대사전,속담
올챙이 물로도 못 다니게 되였다,유리한 생활 조건이 없어져서 형편이 아주 딱하게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
올챙이 적 생각은 못 하고 개구리 된 생각만 한다,형편이나 사정이 전에 비하여 나아진 사람이 지난날의 미천하거나 어렵던 때의 일을 생각지 아니하고 처음부터 잘난 듯이 뽐냄을 비유적으로 이르는 말.,표준국어대사전,속담
옴 덕에 보지 긁는다,공개적으로 하기에 꺼리는 일을 할 핑곗거리를 얻었음을 비유적으로 이르는 말.,고려대 한국어대사전,속담
옴쭉 못 하다,(사람이) 기를 펴지 못하다.,고려대 한국어대사전,관용구
옴치고 뛸 수 없다,"어쩔 도리가 없게 되다.,꼼짝할 수 없다.",표준국어대사전,관용구
옴치고 뛸 수도 없다,"(사람이) 어떻게 할 도리가 없게 되다.,(사람이) 꼼짝할 수 없다.",고려대 한국어대사전,관용구
옷 안 입은 인왕산 호랑이도 산다,"인왕산의 호랑이는 벌거벗어도 살아간다는 뜻으로, 입을 옷이 없거나 맞지 아니한다고 투정을 부리는 사람을 핀잔하는 말.",표준국어대사전,속담
옷 입고 가려운 데 긁기,"신을 신고 발바닥을 긁으면 긁으나 마나라는 뜻으로, 요긴한 곳에 직접 미치지 못하여 안타까운 경우를 비유적으로 이르는 말.",표준국어대사전,속담
옷은 새 옷이 좋고 사람〔임〕은 옛 사람〔임〕이 좋다,물건은 깨끗한 새것이 좋고 사람은 오래 사귀어 서로 정이 든 사람이 좋다는 말. (=신정이 구정만 못하다.),고려대 한국어대사전,속담
옷은 새 옷이 좋고 사람은 옛 사람이 좋다,물건은 새것이 좋고 사람은 오래 사귀어 서로를 잘 알고 정분이 두터워진 사람이 좋다는 말.,표준국어대사전,속담
옷은 새 옷이 좋고 임은 옛 임이 좋다,물건은 새것이 좋고 사람은 오래 사귀어 서로를 잘 알고 정분이 두터워진 사람이 좋다는 말. <동의 속담> ‘옷은 새 옷이 좋고 사람은 옛 사람이 좋다’ ‘사람은 헌[때 묻은] 사람이 좋고 옷은 새 옷이 좋다’,우리말샘,속담
옷은 시집올 때처럼 음식은 한가위처럼,"옷은 시집올 때 가장 잘 입을 수 있고 음식은 한가위에 가장 잘 먹을 수 있다는 뜻으로, 언제나 잘 입고 잘 먹고 싶다는 말.",표준국어대사전,속담
옷을 벗다,(사람이) 어떤 지위나 자리에서 물러나다.,고려대 한국어대사전,관용구
옻 오르다,(사람이) 살갗에 옻의 독기가 올라 병이 생기다.,고려대 한국어대사전,관용구
옻 타다,(사람이) 살갗이 옻의 독기를 잘 받다.,고려대 한국어대사전,관용구
왕개미 정자나무 흔드는 격,아무리 건드려도 까딱도 하지 않음을 비유적으로 이르는 말.,표준국어대사전,속담
왕방울로 솥〔가마〕 가시듯,쇠로 만든 솥을 왕방울로 씻어낼 때처럼 요란한 소리로 왁자지껄하게 떠드는 것을 비유적으로 이르는 말. (=왕방울로 퉁노구 가시는 소리.),고려대 한국어대사전,속담
왕지네 회 쳐 먹을 비위,"끔찍하게 생긴 왕지네를 회를 쳐서 먹을 만큼 비위가 좋다는 뜻으로, 자기의 잘못에 조금도 양심의 가책을 느끼지 못하는 철면피한 심보를 비유적으로 이르는 말.",우리말샘,속담
왜 알 적에 안 곯았나,"태어나기 전에 죽었더라면 좋았을 것이라는 뜻으로, 사람의 용모가 추잡하고 하는 짓이 못됐을 때 비꼬는 말.",표준국어대사전,속담
외 거꾸로 먹어도 제 재미다,자기만 좋으면 어떻게 하든지 상관없음을 이르는 말.,표준국어대사전,속담
외 덩굴에 가지 열릴까,"모든 일은 원인이 있으면 반드시 그에 따른 결과가 있음을 이르는 말.,어버이와 아주 딴판인 자식은 있을 수 없음을 이르는 말.",표준국어대사전,속담
외 심은 데 콩 나랴,"모든 일은 원인이 있으면 반드시 그에 따른 결과가 있음을 이르는 말.,어버이와 아주 딴판인 자식은 있을 수 없음을 이르는 말.",표준국어대사전,속담
외 얽고 벽 친다,"담벼락을 쌓은 것 같다는 뜻으로, 사물을 이해하지 못함을 이르는 말.",표준국어대사전,속담
외갓집 콩죽에 잔뼈가 굵었겠나,"남에게 신세를 지고 남의 호의로 살아온 것이 아니라는 뜻으로, 새삼스레 남의 도움을 받기 싫어 거절할 때 이르는 말.",표준국어대사전,속담
외국 물을 먹다,외국에서 생활을 하다.,표준국어대사전,관용구
외기러기 짝사랑하듯 한다,남몰래 누군가를 홀로 고독하게 사랑함을 비유적으로 이르는 말.,고려대 한국어대사전,속담
외딴 치다,태껸과 같은 운동에서 혼자 판을 치다.,고려대 한국어대사전,관용구
외로 지나 바로 지나,"짐을 왼쪽으로 지나 오른쪽으로 지나 등에 지기는 마찬가지라는 뜻으로, 이렇게 하나 저렇게 하나 마찬가지인 경우를 비유적으로 이르는 말.",표준국어대사전,관용구
외로 틀다,일이나 의견 따위에 동의하지 아니하고 어긋나가다.,우리말샘,관용구
외며느리 고운 데 없다,며느리가 여럿이면 비교하여서 좋은 점도 찾을 수 있겠으나 외며느리라 그럴 수 없고 또 본디 며느리란 밉게 보이기 마련이라는 말.,표준국어대사전,속담
외모는 거울로 보고 마음은 술로 본다,술이 들어가면 본심을 털어놓고 이야기함을 이르는 말.,표준국어대사전,속담
외삼촌 사는 골에 가지도 말랬다,외삼촌과 외종질은 매우 소원한 사이라는 말.,고려대 한국어대사전,속담
외상이면 꺼멍 소 잡아먹는다,‘외상이면 소[당나귀]도 잡아먹는다’의 북한 속담.,표준국어대사전,속담
외상이면 소도 잡아먹는다,뒷일은 어떻게 되든지 생각하지 아니하고 우선 당장 좋으면 그만인 것처럼 무턱대고 행동함을 비유적으로 이르는 말.,표준국어대사전,속담
외손뼉이 못 울고 한 다리로 가지 못한다,"두 손뼉이 마주쳐야 소리가 나지 외손뼉만으로는 소리가 나지 아니한다는 뜻으로, 일은 상대가 같이 응하여야지 혼자서만 해서는 잘되는 것이 아님을 비유적으로 이르는 말.,상대 없는 분쟁이 없음을 비유적으로 이르는 말.",표준국어대사전,속담
외손뼉이 소리 날까,"두 손뼉이 마주쳐야 소리가 나지 외손뼉만으로는 소리가 나지 아니한다는 뜻으로, 일은 상대가 같이 응하여야지 혼자서만 해서는 잘되는 것이 아님을 비유적으로 이르는 말.,상대 없는 분쟁이 없음을 비유적으로 이르는 말.",표준국어대사전,속담
외손자를 보아 주느니 파밭을 매지,외손자는 아무리 귀여워하고 공을 들여도 귀여워한 보람이 없다는 말.,표준국어대사전,속담
외할미 떡도 커야 사 먹는다,"비록 외할머니가 떡을 팔아도 다른 사람이 파는 떡보다 크거나 싸야 사 먹게 된다는 뜻으로, 아무리 가까운 친척이라도 자기 잇속과 관련지어 생각함을 비유적으로 이르는 말.",우리말샘,속담
요 모양 요 꼴,좋지 않은 처지나 형편.,표준국어대사전,관용구
요단 강 건너다,(사람이) 죽다.,고려대 한국어대사전,관용구
요령 도둑놈,생김새가 흉악스럽고 눈알이 커서 늘 눈을 부라리고 있는 사람을 비유적으로 이르는 말.,표준국어대사전,속담
욕심 많은 놈은 참외 제쳐놓고 호박 고른다,무슨 일이든지 욕심을 지나치게 부리면 오히려 손해를 보게 된다는 말.,고려대 한국어대사전,속담
욕심내서 잘되는 일 없다,지나친 욕심을 부리게 되면 오히려 일을 그르치게 된다는 말.,고려대 한국어대사전,속담
욕심이 눈을 가리다,욕심 때문에 사리 판단이나 분별을 제대로 못 하다.,표준국어대사전,관용구
욕심이 사람 죽인다,욕심이 너무 지나치면 사리를 분별하지 못하고 위태로운 일까지 거리낌 없이 하게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
욕은 욕으로 갚고 은혜는 은혜로 갚는다,남이 나를 대하는 것만큼 나도 남을 그만큼밖에는 대접하지 아니한다는 것을 비유적으로 이르는 말.,표준국어대사전,속담
욕을 들어도 당감투 쓴 놈한테 들어라,이왕 욕을 먹고 꾸지람을 들을 바에는 점잖고 덕망이 있는 사람에게서 듣는 것이 낫다는 말.,표준국어대사전,속담
욕을 먹고 살아야 오래 산다,남에게 욕을 먹었을 때 위로하거나 스스로 참고 웃어넘길 때 하는 말.,우리말샘,속담
욕이 금인 줄 알아라,자기의 잘못에 대한 꾸지람을 고깝게만 생각하지 말고 자기의 발전과 수양을 위해서 소중히 받아들이라는 말.,표준국어대사전,속담
욕이 사랑,아끼는 사람을 욕하는 것은 훌륭한 사람이 되라는 뜻이 있으므로 사랑의 표시라는 말.,표준국어대사전,속담
욕하는 시어미보다 말리는 시누이가 더 밉다,겉으로는 위하는 척하면서 속으로 미워하는 것보다 차라리 내놓고 비난하는 것이 낫다는 말. (=때리는 시어미보다 말리는 시누이가 더 밉다.),고려대 한국어대사전,속담
용미에 범 앉은〔맞은〕 것 같다,위엄이 있어 남을 억압하는 듯한 인상을 가진 사람을 이르는 말.,고려대 한국어대사전,속담
용이 물 밖에 나면 개미가 침노를 한다,아무리 좋은 처지에 있던 사람이라도 불행한 경우나 환경에 빠지게 되면 하찮은 사람에게서까지 모욕을 당하고 괄시를 받게 된다는 말.,표준국어대사전,속담
용천검도 쓸 줄 알아야 한다,아무리 훌륭한 것이라 해도 그것을 알맞게 쓸 줄 모르면 쓸데없다는 말.,고려대 한국어대사전,속담
용춤 추이다,(사람이) 다른 사람을 추어올려 자기 뜻대로 행동하게 만들다.,고려대 한국어대사전,관용구
우는 아이 떡 하나 더 준다,"간절히 원하거나 적극적으로 요구하는 사람에게 무엇인가를 더 주게 마련이라는 말.,못났거나 불만을 가진 사람에게 인심을 더 쓴다는 말.",고려대 한국어대사전,속담
우는 아이 똥 먹이기,몰인정하고 심술 사나운 짓을 이르는 말.,고려대 한국어대사전,속담
우는 아이 젖 준다,무슨 일에 있어서나 자기가 요구하여야 쉽게 구할 수 있음을 이르는 말.,표준국어대사전,속담
우는 애도 속이 있어 운다,"아무런 이유 없이 우는 아이가 없다는 뜻으로, 겉으로 나타난 행동은 속에 품은 뜻을 표현하는 것임을 이르는 말.",표준국어대사전,속담
우렁이도 두렁 넘을 꾀가 있다,미련하고 못난 사람도 제 요량은 있어 한 가지 재주는 있다는 말.,표준국어대사전,속담
우렁이도 집이 있다,"우렁이도 겉껍데기가 있는데 하물며 사람으로서 의탁할 집이 없음을 비꼬아 이르는 말. (=갈매기도 제집이 있다, 까막까치도 집이 있다, 달팽이도 집이 있다.)",고려대 한국어대사전,속담
우물 밑에 똥 누기,심술 사납고 고약한 짓을 비유적으로 이르는 말.,표준국어대사전,속담
우물 안 개구리,"넓은 세상의 형편을 알지 못하는 사람을 비유적으로 이르는 말.,견식이 좁아 저만 잘난 줄로 아는 사람을 비꼬는 말.",표준국어대사전,속담
우물 좋고 정자 좋고 다 좋은 집 있나,모든 조건이 다 갖추어진 완전무결한 것은 거의 없으니 얼마간의 부족한 점은 참아야 한다는 말.,우리말샘,속담
우물가에 애 보낸 것 같다,"어린아이를 우물가에 내놓으면 언제 우물에 빠질지 몰라 마음이 불안하다는 뜻으로, 몹시 걱정이 되어 마음이 놓이지 아니하는 상태를 비유적으로 이르는 말.",표준국어대사전,속담
우수 경칩에 대동강 물이 풀린다,우수와 경칩을 지나면 아무리 춥던 날씨도 누그러짐을 이르는 말.,표준국어대사전,속담
우습게 본 나무에 눈 걸린다,하찮게 여긴 것에 화를 입는다는 뜻을 비유적으로 이르는 말.,고려대 한국어대사전,속담
우장을 입고 제사를 지내도 제 정성,"몸에 걸칠 것이 없어서 볏짚으로 엮은 우장을 입고 제사를 지내도 정성만 지극하면 된다는 뜻으로, 중요한 것은 형식이 아니라 정성스러운 마음임을 이르는 말.",표준국어대사전,속담
운 달다,앞선 말을 강조하거나 긍정한다는 의미로 말을 덧붙이다.,표준국어대사전,관용구
운 떼다,어떤 이야기를 하기 위하여 말을 하기 시작하다.,표준국어대사전,관용구
운 밟다,"남이 지은 한시에 화답하거나 그 운자를 따라 한시를 짓다.,남의 행동을 따라서 그와 같거나 비슷한 행동을 하다.",표준국어대사전,관용구
운수 사납다,(사람이) 운수가 모질게 나쁘다.,고려대 한국어대사전,관용구
울 수 없으니까 웃는다,"울어야 하는 상황에서 너무나 어이가 없어 울 수 없으니까 마지못하여 웃는다는 뜻으로, 너무나 놀랍게 낭패를 보아서 어이없어함을 이르는 말.",표준국어대사전,속담
울고 가다,도저히 감당할 수 없다고 느끼고 몹시 한탄하며 물러서다.,표준국어대사전,관용구
울고 먹는 씨아라,"씨아가 울음소리 같은 소리를 내면서 솜을 먹으며 목화씨를 골라낸다는 뜻으로, 징징거리면서도 하라는 일을 어쩔 수 없이 다 함을 비유적으로 이르는 말.",표준국어대사전,속담
울고 싶자 때린다,무슨 일을 하고 싶으나 마땅한 구실이 없어 못하다가 때마침 좋은 핑계가 생김을 비유적으로 이르는 말.,표준국어대사전,속담
울려는 아이 뺨 치기,"아이가 울려고 할 때 잘 달래지는 않고 뺨을 치면 울음은 크게 터진다는 뜻으로, 일이 좀 틀어져 가려고 할 때 오히려 더 충동하여 더욱 큰 분란을 일으키게 됨을 비유적으로 이르는 말.",표준국어대사전,속담
울려서 아이 뺨 치기,아무렇지도 않은 일을 공연히 건드려서 걱정을 일으킨 경우를 비유적으로 이르는 말.,표준국어대사전,속담
울며 겨자 먹기,"맵다고 울면서도 겨자를 먹는다는 뜻으로, 싫은 일을 억지로 마지못하여 함을 비유적으로 이르는 말.",표준국어대사전,속담
울바자가 헐어지니 이웃집 개가 드나든다,"울타리의 바자가 헐어 이웃집 개가 그 밑으로 드나든다는 뜻으로, 제게 약점이 있으니까 남이 그것을 알고 업신여김을 비유적으로 이르는 말. (=울타리가 허니까 이웃집 개가 드나든다.)",고려대 한국어대사전,속담
울이 세다,일가나 친척이 많다.,표준국어대사전,관용구
울지 않는 아이 젖 주랴,무슨 일에 있어서나 자기가 요구하여야 쉽게 구할 수 있음을 이르는 말.,표준국어대사전,속담
울타리 밖을 모르다,일정한 범위 안에만 있어서 세상 물정을 전혀 모른다는 말.,고려대 한국어대사전,속담
울타리가 허니까 이웃집 개가 드나든다,자신에게 약점이 있으니까 남이 그것을 알고 업신여김을 비유적으로 이르는 말.,표준국어대사전,속담
움 묻다,(사람이) 움을 만들다.,고려대 한국어대사전,관용구
움 안에 간장,외양은 좋지 않으나 내용은 훌륭한 것을 이르는 말. (=움막의 단 장.),고려대 한국어대사전,속담
움 안에서 떡 받는다,스스로 구하지도 않았는데 뜻밖에 좋은 물건을 얻게 됨을 이르는 말.,고려대 한국어대사전,속담
움도 싹도 없다,"장래성이라고는 도무지 없음을 이르는 말.,사람이나 물건이 감쪽같이 없어져 그 간 곳을 아주 모르겠다는 말.",표준국어대사전,속담
움을 지르다,(사람이 힘이나 세력의) 자라기 시작하던 것을 꺾어 버리다.,고려대 한국어대사전,관용구
움이 질리다,자라기 시작하는 힘이나 세력 따위가 꺾이다.,표준국어대사전,관용구
웃고 사람 친다,겉으로는 좋은 체하면서 실제로는 해롭게 하는 경우를 비유적으로 이르는 말.,표준국어대사전,속담
웃고 사람〔뺨〕 친다,"겉으로는 잘 대하는 척하면서 실제로는 해롭게 하는 경우를 비유적으로 이르는 말. (=웃으며 뺨 치듯, 웃음 속에 칼이 있다.)",고려대 한국어대사전,속담
웃기는 선떡을 먹고 취했나,"선떡을 먹고 취해서 자주 웃느냐는 뜻으로, 싱겁게 웃기 잘하는 사람을 놀림조로 이르는 말.",표준국어대사전,속담
웃날 들다,(날씨가) 흐렸던 날씨가 맑게 개다.,고려대 한국어대사전,관용구
웃는 낯에 침 뱉으랴〔못 뱉는다〕,좋은 낯으로 접근해 오는 사람에게는 모질게 굴지 못한다는 말.,고려대 한국어대사전,속담
웃으며 뺨 치듯,겉으로는 좋은 체하면서 실제로는 해롭게 하는 경우를 비유적으로 이르는 말.,표준국어대사전,속담
웃음 속에 칼이 있다,"겉으로는 좋은 체하나 속으로는 해치려는 마음을 가지고 있음을 비유적으로 이르는 말. (=웃고 사람 친다, 웃으며 뺨 치듯.)",고려대 한국어대사전,속담
웃짐 치다,"(사람이 말이나 소에) 실린 짐 위에 짐을 더 싣다.,일이나 과제 따위를 더 주다.",고려대 한국어대사전,관용구
원 내고 좌수 내고,한집안에서 훌륭한 인물이 많이 났을 때 이르는 말.,표준국어대사전,속담
원 보고 송사 본다,"뽕 따러 나가니 누에 먹이를 장만할 뿐만 아니라 사랑하는 애인도 만나 정을 나눈다는 뜻으로, 두 가지 일을 동시에 이룸을 비유적으로 이르는 말.",표준국어대사전,속담
원님 덕에 나발〔나팔〕 분다,남의 위세 덕에 자기까지 덩달아 호강하게 됨을 비유적으로 이르는 말.,고려대 한국어대사전,속담
원두막 삼 년 놓으면 조상군이 없어진다,"원두막을 지키는 일을 계속하면 인심을 잃게 되며 죽은 뒤에 조상하러 오는 사람도 없어진다는 뜻으로, 직업상 특성으로 사람들 속에서 인심을 잃게 됨을 비유적으로 이르는 말.",표준국어대사전,속담
원두밭 삼 년 놓으면 외삼촌도 몰라본다,[같은 속담] 원두막 삼 년 놓으면 조상군이 없어진다.,표준국어대사전,속담
원두한이 쓴 외 보듯,"원두한이 팔 수 없는 쓴 오이를 본다는 뜻으로, 남을 멸시하거나 무시함을 이르는 말.",표준국어대사전,속담
원앙오리 한 쌍이라,의좋은 원앙처럼 남녀가 부부가 됨을 비유적으로 이르는 말.,표준국어대사전,속담
웬 떡이냐,뜻밖의 행운을 만나거나 횡재를 얻었음을 이르는 말.,고려대 한국어대사전,관용구
위아래 없다,(사람이) 예의가 없거나 기강이 잡혀있지 않다.,고려대 한국어대사전,관용구
윗돌 빼서 아랫돌 괴고 아랫돌 빼서 윗돌 괴기,일이 몹시 급하여 임시변통으로 이리저리 둘러맞추어 일함을 비유적으로 이르는 말.,표준국어대사전,속담
윗돌도 못 믿고 아랫돌도 못 믿는다,이것도 저것도 다 믿을 수 없고 어찌하여야 할지 모름을 비유적으로 이르는 말.,표준국어대사전,속담
유비가 한중 믿듯,모든 일을 굳게 믿어 의심하지 아니함을 비유적으로 이르는 말.,표준국어대사전,속담
육각 잡히다,육각을 갖추어 음률을 아뢰다.,표준국어대사전,관용구
육갑 짚다,"(사람이) 나이로써 태어난 해의 육갑을 헤아리다.,(사람이) 생년월일을 가지고 길흉화복을 간단히 헤아려 보다.",고려대 한국어대사전,관용구
육장 내다,(사람이) 초주검이 되도록 몹시 치다.,고려대 한국어대사전,관용구
윤달 든〔만난〕 회양목,"회양목은 윤달이 든 해에는 키가 한 치씩 줄어든다는 전설에서, 키가 작은 사람 또는 일의 진척이 더딤을 놀림조로 이르는 말.",고려대 한국어대사전,속담
윤동지달 초하루날,윤달은 동짓달에는 좀처럼 들지 아니하므로 도저히 있을 수 없는 일을 이르는 말.,우리말샘,속담
윷 놀다,"(어떤 사람이 다른 사람과, 또는 둘 이상의 사람이) 편을 가르고 윷가락을 던져 승부를 겨루다.",고려대 한국어대사전,관용구
으름장 놓다,(어떤 사람이 다른 사람에게 어찌하라고) 위협적인 말이나 행동으로 단단히 을러메다.,고려대 한국어대사전,관용구
으슥한 데 꿩알 낳는다,"뜻밖의 장소에서 좋은 것이 발견되었음을 이르는 말.,평소에 얌전한 듯한 사람이 남 보지 않는 곳에서 이상한 행동을 하는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
으아쌍을 대다,여러 사람이 큰 소리로 벅적거리며 왁자지껄 떠들다.,표준국어대사전,관용구
은 나라 뚝딱 금 나라 뚝딱,"도깨비들이 이런 말을 하면서 방망이를 치느라 떠들썩하다는 뜻으로, 시끄러운 상태를 이르는 말.",표준국어대사전,속담
은 나라〔나오라〕 뚝딱 금 나라〔나오라〕뚝딱,"도깨비들이 이런 말을 하면서 방망이를 치느라 떠들썩하다는 뜻으로, 매우 시끄러운 상황을 비유적으로 이르는 말.",고려대 한국어대사전,속담
은에서 은 못 고른다,"은이 많지만 그 가운데서 마음에 꼭 맞는 은을 골라내지 못한다는 뜻으로, 많은 것 중에서 자기가 원하는 것을 찾기란 매우 어려움을 비유적으로 이르는 말.",표준국어대사전,속담
은혜를 모르는 건 당나귀,은혜에 보답하지 아니한 사람은 사람으로 칠 가치도 없다는 말.,표준국어대사전,속담
음달 아래 개 팔자,‘오뉴월 댑싸리 밑의 개 팔자’의 북한 속담.,표준국어대사전,속담
음력 칠월 기우는 해에 검정 소 뿔이 빠진다,"음력 칠월에는 저무는 해에도 검정 소의 뿔이 익어서 빠진다는 뜻으로, 음력 7월의 햇볕이 무척 따가움을 이르는 말.",표준국어대사전,속담
음식 싫은 건 개나 주지 사람 싫은 건 할 수 있나,"먹기 싫은 음식은 안 먹어도 그만이지만 배우자는 누구에게 줄 수도 버릴 수도 없다는 뜻으로, 어쩔 수 없이 참고 살아감을 이르는 말.",표준국어대사전,속담
음으로 양으로,남이 모르는 가운데 여러 가지 면에서.,고려대 한국어대사전,관용구
읍에서 매 맞고 장거리에서 눈 흘긴다,욕을 당한 자리에서는 아무 말도 못 하고 뒤에 가서 불평함을 비유적으로 이르는 말.,표준국어대사전,속담
응혈 지다〔들다〕,(사람이) 마음속에 쓰라린 고통이 생기거나 있다.,고려대 한국어대사전,관용구
의가 좋으면 세 어이딸이 도토리 한 알을 먹어도 시장 멈춤은 한다,사이좋은 어머니와 두 딸처럼 서로 사이가 좋고 마음이 맞는 사람끼리는 어떤 힘든 상황 가운데서도 별 불평 없이 서로가 도우며 잘 지낸다는 말.,표준국어대사전,속담
의문표를 달다,의심스럽게 여기다.,표준국어대사전,관용구
의뭉한 두꺼비 옛말 한다,의뭉한 사람이 남의 말이나 옛말을 끌어다가 제 속에 품고 있는 생각을 표현함을 비유적으로 이르는 말.,고려대 한국어대사전,속담
의복이 날개,옷을 잘 입으면 누구나 돋보인다는 말.,표준국어대사전,속담
